,Year,Date,Latin_Name,Count,Mean_Length,Mean_Weight
181,1987,1987-09-04,Ictalurus punctatus,140.0,15.05,0.046928571428571396
182,1987,1987-09-09,Aplodinotus grunniens,133.0,5.046240601503759,0.0072030075187969455
183,1987,1987-09-09,Dorosoma cepedianum,171.0,13.935964912280703,0.06070760233918129
184,1987,1987-09-09,Ictalurus punctatus,72.0,19.425,0.14197222222222217
185,1987,1987-09-15,Aplodinotus grunniens,1574.0,18.890533672172808,0.16172172808132143
186,1987,1987-09-15,Dorosoma cepedianum,3694.0,19.049729290741748,0.04741337303735782
187,1987,1987-09-15,Ictalurus punctatus,1025.0,13.409512195121952,0.10528292682926828
188,1987,1987-09-16,Dorosoma cepedianum,7.0,19.55,0.0714285714285714
189,1987,1987-09-16,Ictalurus punctatus,1851.0,14.27447325769854,0.08218206374932466
190,1987,1987-09-17,Aplodinotus grunniens,1195.0,15.769246861924684,0.18341422594142257
191,1987,1987-09-17,Dorosoma cepedianum,1012.0,21.53320158102766,0.12282015810276677
192,1987,1987-09-17,Ictalurus punctatus,762.0,22.207480314960627,0.20153543307086613
193,1987,1987-09-18,Aplodinotus grunniens,1384.0,12.685115606936414,0.08344653179190746
194,1987,1987-09-18,Dorosoma cepedianum,813.0,16.04077490774908,0.04568880688806884
195,1987,1987-09-18,Ictalurus punctatus,299.0,16.750668896321073,0.12138461538461537
196,1987,1987-09-28,Aplodinotus grunniens,378.0,10.161111111111111,0.041444444444444374
197,1987,1987-09-28,Dorosoma cepedianum,345.0,8.802173913043479,0.06684637681159418
198,1987,1987-09-28,Ictalurus punctatus,52.0,15.857692307692306,0.25282692307692306
199,1987,1987-09-29,Aplodinotus grunniens,747.0,9.734738955823293,0.07310977242302541
200,1987,1987-09-29,Dorosoma cepedianum,10732.0,26.52978009690645,0.1589147409616101
201,1987,1987-09-29,Ictalurus punctatus,415.0,19.427108433734944,0.13587951807228907
202,1987,1987-09-30,Aplodinotus grunniens,1010.0,8.601485148514852,0.02874257425742569
203,1987,1987-09-30,Dorosoma cepedianum,1860.0,12.087096774193549,0.08433333333333329
204,1987,1987-09-30,Ictalurus punctatus,243.0,17.216666666666665,0.09012345679012346
205,1987,1987-10-01,Aplodinotus grunniens,1135.0,10.851321585903083,0.07228193832599113
206,1987,1987-10-01,Dorosoma cepedianum,75714.0,14.671047626594817,0.11988908260031167
207,1987,1987-10-01,Ictalurus punctatus,363.0,18.5004132231405,0.3271212121212121
208,1987,1987-10-02,Aplodinotus grunniens,980.0,9.368367346938776,0.06037653061224486
209,1987,1987-10-02,Dorosoma cepedianum,4476.0,12.855630026809651,0.07997073279714025
210,1987,1987-10-02,Ictalurus punctatus,292.0,13.55,0.0873938356164383
211,1987,1987-10-05,Aplodinotus grunniens,617.0,9.859562398703405,0.16738411669367903
212,1987,1987-10-05,Dorosoma cepedianum,32.0,11.1125,0.012218749999999909
213,1987,1987-10-05,Ictalurus punctatus,61.0,30.51721311475409,0.5334590163934426
214,1987,1987-10-06,Aplodinotus grunniens,171.0,13.12894736842105,0.3391228070175438
215,1987,1987-10-06,Dorosoma cepedianum,173.0,8.937283236994219,0.118757225433526
216,1987,1987-10-06,Ictalurus punctatus,128.0,19.245312499999997,0.12979687499999995
217,1988,1988-08-30,Aplodinotus grunniens,62.0,15.775806451612903,0.07870967741935479
218,1988,1988-08-30,Dorosoma cepedianum,220.0,9.431818181818182,0.02154545454545445
219,1988,1988-08-30,Ictalurus punctatus,73.0,23.454109589041096,0.1672602739726027
220,1988,1988-08-31,Aplodinotus grunniens,1040.0,8.366346153846152,0.011355769230769216
221,1988,1988-08-31,Dorosoma cepedianum,121418.0,10.567592119784544,0.00047258231893122993
222,1988,1988-08-31,Ictalurus punctatus,155.0,14.808064516129033,0.13429032258064513
223,1988,1988-09-01,Aplodinotus grunniens,205.0,10.271951219512195,0.038341463414634076
224,1988,1988-09-01,Dorosoma cepedianum,1051.0,5.434871550903901,0.010894386298763076
225,1988,1988-09-01,Ictalurus punctatus,85.0,29.43235294117647,0.4430588235294117
226,1988,1988-09-07,Aplodinotus grunniens,36.0,18.46666666666667,0.18874999999999995
227,1988,1988-09-07,Dorosoma cepedianum,438.0,5.769178082191781,0.02148401826484018
228,1988,1988-09-07,Ictalurus punctatus,12.0,34.800000000000004,0.37875
229,1988,1988-09-08,Aplodinotus grunniens,377.0,8.616312997347478,0.015490716180371296
230,1988,1988-09-08,Dorosoma cepedianum,55660.0,10.554419690980955,0.004547430830039483
231,1988,1988-09-08,Ictalurus punctatus,21.0,26.549999999999997,0.4465714285714285
232,1988,1988-09-13,Aplodinotus grunniens,1818.0,22.210066006600666,0.17779097909790975
233,1988,1988-09-13,Dorosoma cepedianum,588.0,14.90204081632653,0.05515136054421763
234,1988,1988-09-13,Ictalurus punctatus,181.0,22.74889502762431,0.374193370165746
235,1988,1988-09-14,Aplodinotus grunniens,2237.0,19.531224854716136,0.17795797943674557
236,1988,1988-09-14,Dorosoma cepedianum,1580.0,19.147468354430384,0.07615569620253163
237,1988,1988-09-14,Ictalurus punctatus,333.0,24.838288288288286,0.28321921921921916
238,1988,1988-09-15,Aplodinotus grunniens,1457.0,13.924742621825668,0.081153054221002
239,1988,1988-09-15,Dorosoma cepedianum,13169.0,8.67947072670666,0.00962411724504514
240,1988,1988-09-15,Ictalurus punctatus,41.0,32.06219512195122,0.6512926829268292
241,1988,1988-09-20,Aplodinotus grunniens,15274.0,10.613244729605865,0.05968141940552565
242,1988,1988-09-20,Dorosoma cepedianum,29967.0,7.941130243267595,0.013716755097273665
243,1988,1988-09-20,Ictalurus punctatus,985.0,12.368274111675126,0.049007106598984704
244,1988,1988-09-21,Aplodinotus grunniens,811.0,11.829901356350186,0.019631319358816214
245,1988,1988-09-21,Dorosoma cepedianum,3467.0,8.230126910873954,0.021672050764349554
246,1988,1988-09-21,Ictalurus punctatus,14.0,27.05,0.956642857142857
247,1988,1988-09-24,Aplodinotus grunniens,367.0,12.708038147138966,0.07555858310626701
248,1988,1988-09-24,Dorosoma cepedianum,256.0,9.64765625,0.01707031249999998
249,1988,1988-09-24,Ictalurus punctatus,32.0,25.362499999999997,0.43281250000000004
250,1988,1988-09-26,Aplodinotus grunniens,2525.0,16.731782178217824,0.11779366336633658
251,1988,1988-09-26,Dorosoma cepedianum,59368.0,7.561066567847998,0.0041019067511116536
252,1988,1988-09-26,Ictalurus punctatus,149.0,18.543288590604025,0.1894496644295302
253,1988,1988-09-27,Aplodinotus grunniens,2313.0,5.026005188067445,0.009657155209684342
254,1988,1988-09-27,Dorosoma cepedianum,13618.0,4.766111029519753,0.005104494051989992
255,1988,1988-09-27,Ictalurus punctatus,397.0,14.827078085642317,0.10663979848866496
256,1988,1988-09-28,Aplodinotus grunniens,2011.0,4.4500497265042265,0.022365987071108893
257,1988,1988-09-28,Dorosoma cepedianum,6577.0,22.705542040443973,0.0997880492625817
258,1988,1988-09-28,Ictalurus punctatus,200.0,27.68,0.29005000000000003
259,1988,1988-09-29,Aplodinotus grunniens,2180.0,9.610091743119266,0.023836238532110077
260,1988,1988-09-29,Dorosoma cepedianum,7039.0,21.34045318937349,0.06443060093763313
261,1988,1988-09-29,Ictalurus punctatus,131.0,24.1530534351145,0.258824427480916
262,1988,1988-10-03,Aplodinotus grunniens,2771.0,12.155557560447493,0.062126308191988396
263,1988,1988-10-03,Dorosoma cepedianum,19146.0,4.792557192102789,0.006137417737386361
264,1988,1988-10-03,Ictalurus punctatus,91.0,24.264285714285712,0.2997692307692308
265,1988,1988-10-04,Aplodinotus grunniens,341.0,20.746480938416425,0.18196187683284457
266,1988,1988-10-04,Dorosoma cepedianum,696.0,15.075862068965522,0.05509913793103448
267,1988,1988-10-04,Ictalurus punctatus,127.0,23.21141732283465,0.39254330708661406
268,1989,1989-09-05,Aplodinotus grunniens,85.0,21.173529411764704,0.18941176470588228
269,1989,1989-09-05,Dorosoma cepedianum,79.0,28.132278481012662,0.20053164556962022
270,1989,1989-09-05,Ictalurus punctatus,74.0,30.252702702702706,0.34572972972972965
271,1989,1989-09-06,Aplodinotus grunniens,129.0,13.270930232558138,0.09993798449612401
272,1989,1989-09-06,Dorosoma cepedianum,18.0,28.383333333333333,0.2544444444444445
273,1989,1989-09-06,Ictalurus punctatus,109.0,28.522477064220187,0.2239816513761467
274,1989,1989-09-07,Aplodinotus grunniens,56.0,14.192857142857145,0.09999999999999996
275,1989,1989-09-07,Dorosoma cepedianum,45.0,28.550000000000004,0.1941111111111111
276,1989,1989-09-07,Ictalurus punctatus,32.0,30.8,0.34340625
277,1989,1989-09-08,Aplodinotus grunniens,20.0,28.1,0.2326
278,1989,1989-09-08,Dorosoma cepedianum,104.0,28.75192307692308,0.22082692307692306
279,1989,1989-09-08,Ictalurus punctatus,47.0,30.46489361702128,0.20338297872340425
280,1989,1989-09-12,Aplodinotus grunniens,1043.0,21.74175455417066,0.1516567593480345
281,1989,1989-09-12,Dorosoma cepedianum,30344.0,16.347225151595048,0.0399142169786448
282,1989,1989-09-12,Ictalurus punctatus,1016.0,23.804921259842516,0.18333169291338577
283,1989,1989-09-13,Aplodinotus grunniens,700.0,18.838571428571427,0.1631271428571428
284,1989,1989-09-13,Dorosoma cepedianum,526.0,23.50247148288973,0.10788403041825093
285,1989,1989-09-13,Ictalurus punctatus,241.0,29.38402489626556,0.3649834024896265
286,1989,1989-09-14,Aplodinotus grunniens,234.0,16.306410256410256,0.2521239316239316
287,1989,1989-09-14,Dorosoma cepedianum,657.0,22.303424657534247,0.09738356164383556
288,1989,1989-09-14,Ictalurus punctatus,206.0,24.486893203883486,0.3258446601941747
289,1989,1989-09-19,Aplodinotus grunniens,248.0,25.368548387096773,0.30534274193548383
290,1989,1989-09-19,Dorosoma cepedianum,171.0,10.18157894736842,0.03271929824561399
291,1989,1989-09-19,Ictalurus punctatus,70.0,18.949999999999996,0.2684285714285714
292,1989,1989-09-20,Aplodinotus grunniens,391.0,14.892710997442453,0.13523529411764704
293,1989,1989-09-20,Dorosoma cepedianum,778.0,20.567994858611826,0.08635604113110537
294,1989,1989-09-20,Ictalurus punctatus,161.0,12.953726708074532,0.18512422360248446
295,1989,1989-09-25,Aplodinotus grunniens,440.0,14.763636363636365,0.08737045454545447
296,1989,1989-09-25,Dorosoma cepedianum,231.0,22.511038961038963,0.14520779220779217
297,1989,1989-09-25,Ictalurus punctatus,115.0,33.55869565217392,0.4400434782608695
298,1989,1989-09-26,Aplodinotus grunniens,227.0,17.580837004405286,0.14721585903083698
299,1989,1989-09-26,Dorosoma cepedianum,193.0,17.855699481865287,0.10155440414507769
300,1989,1989-09-26,Ictalurus punctatus,83.0,24.935542168674694,0.3993493975903615
301,1989,1989-09-27,Aplodinotus grunniens,806.0,8.082258064516129,0.03817369727047141
302,1989,1989-09-27,Dorosoma cepedianum,6730.0,6.171248142644874,0.018291976225854302
303,1989,1989-09-27,Ictalurus punctatus,194.0,19.240721649484534,0.34301546391752563
304,1989,1989-09-28,Aplodinotus grunniens,314.0,11.90668789808917,0.14904140127388532
305,1989,1989-09-28,Dorosoma cepedianum,12374.0,5.404372070470342,0.011851947632131803
306,1989,1989-09-28,Ictalurus punctatus,67.0,21.654477611940294,0.34373134328358207
307,1989,1989-09-29,Aplodinotus grunniens,346.0,12.05,0.09403468208092484
308,1989,1989-09-29,Dorosoma cepedianum,636.0,18.196226415094337,0.06185534591194968
309,1989,1989-09-29,Ictalurus punctatus,56.0,19.764285714285712,0.39375
310,1989,1989-10-03,Aplodinotus grunniens,491.0,22.31782077393075,0.31480244399185325
311,1989,1989-10-03,Dorosoma cepedianum,424.0,15.347169811320757,0.05793867924528299
312,1989,1989-10-03,Ictalurus punctatus,98.0,28.641836734693882,0.5606224489795917
313,1989,1989-10-04,Aplodinotus grunniens,65.0,26.796153846153842,0.4209230769230769
